Jeux,Discipline,Épreuve,Phase,Genre,Début,Fin,Lieu,Session,latitude,longitude,ville,capacité,Enjeu,Catégorie_First,Catégorie_A,Catégorie_B,Catégorie_C,Catégorie_D,Catégorie_E+,Catégorie_E,Catégorie_First_PFR,Catégorie_A_PFR,Catégorie_B_PFR
Olympiques,Basketball,ou,tour préliminaire,Femmes,2024-08-03T21:00:00Z,2024-08-03T22:45:00Z,Stade Pierre-Mauroy,BKB24,50.61206917162663,3.130437291072136,Lille (59),27000,Qualifications,200,160,120,80,50,,,,,
Olympiques,Basketball,,tour préliminaire (2 matchs),Femmes,2024-08-04T11:00:00Z,2024-08-04T15:15:00Z,Stade Pierre-Mauroy,BKB25,50.61206917162663,3.130437291072136,Lille (59),27000,Qualifications,150,130,90,50,24,,,,,
Olympiques,Basketball,,tour préliminaire,Femmes,2024-08-04T17:15:00Z,2024-08-04T19:00:00Z,Stade Pierre-Mauroy,BKB26,50.61206917162663,3.130437291072136,Lille (59),27000,Qualifications,200,160,120,80,50,,,,,
Olympiques,Basketball,,tour préliminaire,Femmes,2024-08-04T21:00:00Z,2024-08-04T22:45:00Z,Stade Pierre-Mauroy,BKB27,50.61206917162663,3.130437291072136,Lille (59),27000,Qualifications,200,160,120,80,50,,,,,
Olympiques,Basketball,,quart de finale,Hommes,2024-08-06T11:00:00Z,2024-08-06T13:00:00Z,Arena Bercy,BKB28,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,280,205,145,80,,,,,
Olympiques,Basketball,,quart de finale,Hommes,2024-08-06T14:30:00Z,2024-08-06T16:30:00Z,Arena Bercy,BKB29,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,280,205,145,80,,,,,
Olympiques,Basketball,,quart de finale,Hommes,2024-08-06T18:00:00Z,2024-08-06T20:00:00Z,Arena Bercy,BKB30,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,280,205,145,80,,,,,
Olympiques,Basketball,,quart de finale,Hommes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Arena Bercy,BKB31,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,280,205,145,80,,,,,
Olympiques,Basketball,,quart de finale,Femmes,2024-08-07T11:00:00Z,2024-08-07T13:00:00Z,Arena Bercy,BKB32,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,240,175,125,70,,,,,
Olympiques,Basketball,,quart de finale,Femmes,2024-08-07T14:30:00Z,2024-08-07T16:30:00Z,Arena Bercy,BKB33,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,240,175,125,70,,,,,
Olympiques,Basketball,,quart de finale,Femmes,2024-08-07T18:00:00Z,2024-08-07T20:00:00Z,Arena Bercy,BKB34,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,240,175,125,70,,,,,
Olympiques,Basketball,,quart de finale,Femmes,2024-08-07T21:30:00Z,2024-08-07T23:30:00Z,Arena Bercy,BKB35,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,240,175,125,70,,,,,
Olympiques,Basketball,,demi-finale,Hommes,2024-08-08T17:30:00Z,2024-08-08T19:30:00Z,Arena Bercy,BKB36,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,510,325,195,95,,,,,
Olympiques,Basketball,,demi-finale,Hommes,2024-08-08T21:00:00Z,2024-08-08T23:00:00Z,Arena Bercy,BKB37,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,510,325,195,95,,,,,
Olympiques,Basketball,,demi-finale,Femmes,2024-08-09T17:30:00Z,2024-08-09T19:30:00Z,Arena Bercy,BKB38,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,305,215,150,85,,,,,
Olympiques,Basketball,,demi-finale,Femmes,2024-08-09T21:00:00Z,2024-08-09T23:00:00Z,Arena Bercy,BKB39,48.838649,2.3784959999999997,Paris (75),15000,Qualifications,,305,215,150,85,,,,,
Olympiques,Basketball,,match pour la médaille de bronze,Hommes,2024-08-10T11:00:00Z,2024-08-10T13:00:00Z,Arena Bercy,BKB40,48.838649,2.3784959999999997,Paris (75),15000,Médailles,,510,325,195,95,,,,,
Olympiques,Basketball,,match pour la médaille d'or,Hommes,2024-08-10T21:30:00Z,2024-08-10T00:00:00Z,Arena Bercy,BKB41,48.838649,2.3784959999999997,Paris (75),15000,Médailles,,980,525,295,125,,,,,
Olympiques,Basketball,,match pour la médaille de bronze,Femmes,2024-08-11T11:30:00Z,2024-08-11T13:30:00Z,Arena Bercy,BKB42,48.838649,2.3784959999999997,Paris (75),15000,Médailles,,305,215,150,85,,,,,
Olympiques,Basketball,,match pour la médaille d'or,Femmes,2024-08-11T15:30:00Z,2024-08-11T18:00:00Z,Arena Bercy,BKB43,48.838649,2.3784959999999997,Paris (75),15000,Médailles,,510,325,195,95,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-30T17:30:00Z,2024-07-30T19:30:00Z,Concorde,BK301,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-30T17:30:00Z,2024-07-30T19:30:00Z,Concorde,BK301,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-30T21:00:00Z,2024-07-30T23:00:00Z,Concorde,BK302,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-30T21:00:00Z,2024-07-30T23:00:00Z,Concorde,BK302,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK303,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK303,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T21:00:00Z,2024-07-31T23:00:00Z,Concorde,BK304,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T21:00:00Z,2024-07-31T23:00:00Z,Concorde,BK304,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T09:00:00Z,2024-07-31T11:00:00Z,Concorde,BK305,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T09:00:00Z,2024-07-31T11:00:00Z,Concorde,BK305,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T12:30:00Z,2024-07-31T14:30:00Z,Concorde,BK306,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T12:30:00Z,2024-07-31T14:30:00Z,Concorde,BK306,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T18:00:00Z,2024-07-31T20:00:00Z,Concorde,BK307,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T18:00:00Z,2024-07-31T20:00:00Z,Concorde,BK307,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T21:30:00Z,2024-07-31T23:30:00Z,Concorde,BK308,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T21:30:00Z,2024-07-31T23:30:00Z,Concorde,BK308,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T09:00:00Z,2024-07-31T11:00:00Z,Concorde,BK309,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T09:00:00Z,2024-07-31T11:00:00Z,Concorde,BK309,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T12:30:00Z,2024-07-31T14:30:00Z,Concorde,BK310,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T12:30:00Z,2024-07-31T14:30:00Z,Concorde,BK310,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK311,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK311,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Femmes,2024-07-31T21:00:00Z,2024-07-31T23:00:00Z,Concorde,BK312,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (2 matchs),Hommes,2024-07-31T21:00:00Z,2024-07-31T23:00:00Z,Concorde,BK312,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,matches de poule (4 matchs),Femmes,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK313,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,play in (2 matchs),Femmes,2024-07-31T21:30:00Z,2024-07-31T22:30:00Z,Concorde,BK314,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,130,95,65,40,,,,,
Olympiques,Basketball 3x3,,matches de poule (4 matches),Hommes,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK315,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Basketball 3x3,,play in (2 matchs),Hommes,2024-07-31T21:30:00Z,2024-07-31T22:30:00Z,Concorde,BK316,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,130,95,65,40,,,,,
Olympiques,Basketball 3x3,,demi-finales,Mixte,2024-07-31T17:30:00Z,2024-07-31T19:30:00Z,Concorde,BK317,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,160,120,80,50,,,,,
Olympiques,Basketball 3x3,,match pour la médaille de bronze,Femmes,2024-07-31T21:00:00Z,2024-07-31T23:20:00Z,Concorde,BK318,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,190,145,95,50,,,,,
Olympiques,Basketball 3x3,,match pour la médaille de bronze,Hommes,2024-07-31T21:00:00Z,2024-07-31T23:20:00Z,Concorde,BK318,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,190,145,95,50,,,,,
Olympiques,Basketball 3x3,,match pour la médaille d'or,Femmes,2024-07-31T21:00:00Z,2024-07-31T23:20:00Z,Concorde,BK318,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,190,145,95,50,,,,,
Olympiques,Basketball 3x3,,match pour la médaille d'or,Hommes,2024-07-31T21:00:00Z,2024-07-31T23:20:00Z,Concorde,BK318,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,190,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(2 matchs),Mixte,2024-07-27T14:00:00Z,2024-07-27T16:00:00Z,Stade tour Eiffel,VBV01,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(2 matchs),Mixte,2024-07-27T18:00:00Z,2024-07-27T20:00:00Z,Stade tour Eiffel,VBV02,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(2 matchs),Mixte,2024-07-27T22:00:00Z,2024-07-27T00:00:00Z,Stade tour Eiffel,VBV03,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-07-28T09:00:00Z,2024-07-28T13:00:00Z,Stade tour Eiffel,VBV04,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-28T15:00:00Z,2024-07-28T18:00:00Z,Stade tour Eiffel,VBV05,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-28T20:00:00Z,2024-07-28T23:00:00Z,Stade tour Eiffel,VBV06,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-07-29T09:00:00Z,2024-07-29T13:00:00Z,Stade tour Eiffel,VBV07,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-29T15:00:00Z,2024-07-29T18:00:00Z,Stade tour Eiffel,VBV08,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-29T20:00:00Z,2024-07-29T23:00:00Z,Stade tour Eiffel,VBV09,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-07-30T09:00:00Z,2024-07-30T13:00:00Z,Stade tour Eiffel,VBV10,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-30T15:00:00Z,2024-07-30T18:00:00Z,Stade tour Eiffel,VBV11,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-30T20:00:00Z,2024-07-30T23:00:00Z,Stade tour Eiffel,VBV12,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-07-31T09:00:00Z,2024-07-31T13:00:00Z,Stade tour Eiffel,VBV13,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-31T15:00:00Z,2024-07-31T18:00:00Z,Stade tour Eiffel,VBV14,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-07-31T20:00:00Z,2024-07-31T23:00:00Z,Stade tour Eiffel,VBV15,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-08-01T09:00:00Z,2024-08-01T13:00:00Z,Stade tour Eiffel,VBV16,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-08-01T15:00:00Z,2024-08-01T18:00:00Z,Stade tour Eiffel,VBV17,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-08-01T20:00:00Z,2024-08-01T23:00:00Z,Stade tour Eiffel,VBV18,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-08-02T09:00:00Z,2024-08-02T13:00:00Z,Stade tour Eiffel,VBV19,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-08-02T15:00:00Z,2024-08-02T18:00:00Z,Stade tour Eiffel,VBV20,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(3 matchs),Mixte,2024-08-02T20:00:00Z,2024-08-02T23:00:00Z,Stade tour Eiffel,VBV21,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(4 matchs),Mixte,2024-08-03T09:00:00Z,2024-08-03T13:00:00Z,Stade tour Eiffel,VBV22,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Tour préliminaire,(2 matchs),Mixte,2024-08-03T16:00:00Z,2024-08-03T19:00:00Z,Stade tour Eiffel,VBV23,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Lucky Loser,ou  (1 match),Femmes,2024-08-03T16:00:00Z,2024-08-03T19:00:00Z,Stade tour Eiffel,VBV23,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,Lucky Losers,(3 matchs),Mixte,2024-08-03T21:00:00Z,2024-08-03T00:00:00Z,Stade tour Eiffel,VBV24,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-04T09:00:00Z,2024-08-04T11:00:00Z,Stade tour Eiffel,VBV25,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-04T13:00:00Z,2024-08-04T15:00:00Z,Stade tour Eiffel,VBV26,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-04T17:00:00Z,2024-08-04T19:00:00Z,Stade tour Eiffel,VBV27,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-04T21:00:00Z,2024-08-04T23:00:00Z,Stade tour Eiffel,VBV28,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-05T09:00:00Z,2024-08-05T11:00:00Z,Stade tour Eiffel,VBV29,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-05T13:00:00Z,2024-08-05T15:00:00Z,Stade tour Eiffel,VBV30,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-05T17:00:00Z,2024-08-05T19:00:00Z,Stade tour Eiffel,VBV31,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,120,80,50,24,,,,,
Olympiques,Beach Volleyball,8e de finale,(2 matchs),Mixte,2024-08-05T21:00:00Z,2024-08-05T23:00:00Z,Stade tour Eiffel,VBV32,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Quarts de finales,(2 matchs),Mixte,2024-08-06T17:00:00Z,2024-08-06T19:00:00Z,Stade tour Eiffel,VBV33,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Quarts de finales,(2 matchs),Mixte,2024-08-06T21:00:00Z,2024-08-06T23:00:00Z,Stade tour Eiffel,VBV34,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,240,175,125,70,,,,,
Olympiques,Beach Volleyball,Quarts de finales,(2 matchs),Mixte,2024-08-07T17:00:00Z,2024-08-07T19:00:00Z,Stade tour Eiffel,VBV35,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,200,145,95,50,,,,,
Olympiques,Beach Volleyball,Quarts de finales,(2 matchs),Mixte,2024-08-07T21:00:00Z,2024-08-07T23:00:00Z,Stade tour Eiffel,VBV36,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,240,175,125,70,,,,,
Olympiques,Beach Volleyball,Demifinales,(2 matchs),Mixte,2024-08-08T17:00:00Z,2024-08-08T19:00:00Z,Stade tour Eiffel,VBV37,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,280,205,145,85,,,,,
Olympiques,Beach Volleyball,Demifinales,(2 matchs),Mixte,2024-08-08T21:00:00Z,2024-08-08T23:00:00Z,Stade tour Eiffel,VBV38,48.857231999999996,2.296084,Paris (75),12860,Qualifications,,290,215,155,90,,,,,
Olympiques,Beach Volleyball,Match pour la médaille de bronze,,Femmes,2024-08-09T21:00:00Z,2024-08-09T00:00:00Z,Stade tour Eiffel,VBV39,48.857231999999996,2.296084,Paris (75),12860,Médailles,,420,305,205,100,,,,,
Olympiques,Beach Volleyball,Match pour la médaille d'or,,Femmes,2024-08-09T21:00:00Z,2024-08-09T00:00:00Z,Stade tour Eiffel,VBV39,48.857231999999996,2.296084,Paris (75),12860,Médailles,,420,305,205,100,,,,,
Olympiques,Beach Volleyball,Match pour la médaille de bronze,,Hommes,2024-08-10T21:00:00Z,2024-08-10T00:00:00Z,Stade tour Eiffel,VBV40,48.857231999999996,2.296084,Paris (75),12860,Médailles,,420,305,205,100,,,,,
Olympiques,Beach Volleyball,Match pour la médaille d'or,,Hommes,2024-08-10T21:00:00Z,2024-08-10T00:00:00Z,Stade tour Eiffel,VBV40,48.857231999999996,2.296084,Paris (75),12860,Médailles,,420,305,205,100,,,,,
Olympiques,BMX Freestyle,Park,manche qualificative,Femmes,2024-07-30T13:25:00Z,2024-07-30T16:30:00Z,Concorde,BMF01,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,BMX Freestyle,Park,manche qualificative,Hommes,2024-07-30T13:25:00Z,2024-07-30T16:30:00Z,Concorde,BMF01,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,BMX Freestyle,Park,finale,Femmes,2024-07-31T13:10:00Z,2024-07-31T16:30:00Z,Concorde,BMF02,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,160,120,80,50,,,,,
Olympiques,BMX Freestyle,Park,finale,Hommes,2024-07-31T13:10:00Z,2024-07-31T16:30:00Z,Concorde,BMF02,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,160,120,80,50,,,,,
Olympiques,BMX Racing,,quarts de finale,Hommes,2024-08-01T20:00:00Z,2024-08-01T22:20:00Z,Stade BMX,BMX01,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Qualifications,,120,90,50,24,,,,,
Olympiques,BMX Racing,,quarts de finale,Femmes,2024-08-01T20:00:00Z,2024-08-01T22:20:00Z,Stade BMX,BMX01,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Qualifications,,120,90,50,24,,,,,
Olympiques,BMX Racing,,Last Chance,Hommes,2024-08-01T20:00:00Z,2024-08-01T22:20:00Z,Stade BMX,BMX01,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Qualifications,,120,90,50,24,,,,,
Olympiques,BMX Racing,,Last Chance,Femmes,2024-08-01T20:00:00Z,2024-08-01T22:20:00Z,Stade BMX,BMX01,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Qualifications,,120,90,50,24,,,,,
Olympiques,BMX Racing,,demi-finales,Hommes,2024-08-02T20:00:00Z,2024-08-02T22:30:00Z,Stade BMX,BMX02,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Médailles,,180,135,85,50,,,,,
Olympiques,BMX Racing,,demi-finales,Femmes,2024-08-02T20:00:00Z,2024-08-02T22:30:00Z,Stade BMX,BMX02,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Médailles,,180,135,85,50,,,,,
Olympiques,BMX Racing,,finale,Hommes,2024-08-02T20:00:00Z,2024-08-02T22:30:00Z,Stade BMX,BMX02,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Médailles,,180,135,85,50,,,,,
Olympiques,BMX Racing,,finale,Femmes,2024-08-02T20:00:00Z,2024-08-02T22:30:00Z,Stade BMX,BMX02,48.787260999999994,2.034736,Saint-Quentin-en-Yvelines (78),3000,Médailles,,180,135,85,50,,,,,
Olympiques,Boxe,71kg,"demi-finale, combat 17",Hommes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,71kg,"demi-finale, combat 18",Hommes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,50 kg,"demi-finale, combat 19",Femmes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,50 kg,"demi-finale, combat 20",Femmes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,66 kg,"demi-finale, combat 17",Femmes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,66 kg,"demi-finale, combat 18",Femmes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,60 kg,finale combat 21,Femmes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,60kg,cérémonie,Femmes,2024-08-06T21:30:00Z,2024-08-06T23:30:00Z,Stade Roland-Garros,BOX24,48.847319999999996,2.2455010000000004,Paris (75),14962,Médailles,520,420,305,205,100,,,,,
Olympiques,Boxe,54kg,1/32 finale combat 1,Femmes,2024-07-27T15:30:00Z,2024-07-27T17:55:00Z,Arena Paris Nord,BOX01,48.97109984208225,2.52075889419615,Villepinte (93),6000,Qualifications,,150,100,50,24,,,,,
